"","Strain_ID","name","value","Lawn","Spot","MediaTime","Media","Fe","Time","Dataset"
"1","Pseudomonas_putida_KT2442","Pseudomonas_putida_KT2442",0,"Pseudomonas_putida_KT2442","Pseudomonas_putida_KT2442","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"2","Pseudomonas_putida_KT2442","Burkholderia_RCH25",-1,"Pseudomonas_putida_KT2442","Burkholderia_RCH25","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"3","Pseudomonas_putida_KT2442","Streptomyces_RCH20P",0,"Pseudomonas_putida_KT2442","Streptomyces_RCH20P","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"4","Pseudomonas_putida_KT2442","Variovax_RPC5",1,"Pseudomonas_putida_KT2442","Variovax_RPC5","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"5","Pseudomonas_putida_KT2442","Methylobacterium_RPE3",0,"Pseudomonas_putida_KT2442","Methylobacterium_RPE3","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"6","Pseudomonas_putida_KT2442","Chryseobacterium_SCH11",1,"Pseudomonas_putida_KT2442","Chryseobacterium_SCH11","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"7","Pseudomonas_putida_KT2442","Dyadobacter_BM9",0,"Pseudomonas_putida_KT2442","Dyadobacter_BM9","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"8","Pseudomonas_putida_KT2442","Exiguobacterium_RDH25",0,"Pseudomonas_putida_KT2442","Exiguobacterium_RDH25","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"9","Pseudomonas_putida_KT2442","Bacillus_SCH24",0,"Pseudomonas_putida_KT2442","Bacillus_SCH24","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
"10","Pseudomonas_putida_KT2442","Paenibacillus_E12",1,"Pseudomonas_putida_KT2442","Paenibacillus_E12","1/2 TSA + Fe, 48h","1/2 TSA","+ FeCl3","48h","Marissa"
